sheetType	Underlying description	Und. Price	Underlying currency	Trade	Trade time	Settle	Price (Total)	Price (Share)	Price (%)	Currency	Delta (%)	Gamma (%)	Vega	Theta	Rho	Time Value	Gearing	Break-Even (%)	Strategy	Exercise	Call/Put	Direction	Strike	Strike	Shares	Expiry	Time to Expiry	Model	Vol	Forward	USD||Rate	Dividend Yield	Discounted Div Flow	Borrow Cost	
WC	S&P 500 INDEX	1331.11	USD	05/27/2011	16:15:00	05/27/2011	-8.98	-8.9824	-0.6748	USD	-49.92	-23.2711	-0.74	0.63	0	-8.98	-148.19	0.67	American Vanilla	American	Call	Sell	1331.11	ATM	1	06/03/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 12.376	1330.83	0.2539	1.1715	0.3	0	
WP	S&P 500 INDEX	1331.11	USD	05/27/2011	16:15:00	05/27/2011	-9.22	-9.2191	-0.6926	USD	50.06	-23.2711	-0.74	0.67	0	-9.22	-144.39	-0.69	American Vanilla	American	Put	Sell	1331.11	ATM	1	06/03/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 12.376	1330.83	0.2539	1.1715	0.3	0	
WC	S&P 500 INDEX	1299.85	USD	06/03/2011	16:15:00	06/03/2011	-10.43	-10.4292	-0.8023	USD	-49.9	-19.523	-0.72	0.73	0	-10.43	-124.64	0.8	American Vanilla	American	Call	Sell	1299.85	ATM	1	06/10/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 14.751	1299.49	0.252	1.5528	0.39	0	
WP	S&P 500 INDEX	1299.85	USD	06/03/2011	16:15:00	06/03/2011	-10.76	-10.7552	-0.8274	USD	50.07	-19.523	-0.72	0.78	0	-10.76	-120.86	-0.83	American Vanilla	American	Put	Sell	1299.85	ATM	1	06/10/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 14.751	1299.49	0.252	1.5528	0.39	0	
WC	S&P 500 INDEX	1271.1	USD	06/10/2011	16:15:00	06/10/2011	-10.5	-10.5033	-0.8263	USD	-49.6	-18.7888	-0.7	0.74	0	-10.5	-121.02	0.83	American Vanilla	American	Call	Sell	1271.1	ATM	1	06/17/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 15.425	1270.38	0.2485	3.0515	0.74	0	
WP	S&P 500 INDEX	1271.1	USD	06/10/2011	16:15:00	06/10/2011	-11.17	-11.174	-0.8791	USD	50.55	-18.6636	-0.7	0.82	0	-11.17	-113.75	-0.88	American Vanilla	American	Put	Sell	1271.1	ATM	1	06/17/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 15.425	1270.38	0.2485	3.0515	0.74	0	
WC	S&P 500 INDEX	1271.73	USD	06/17/2011	16:15:00	06/17/2011	-12.69	-12.6928	-0.9981	USD	-50.3	-15.845	-0.7	0.9	0	-12.69	-100.19	1	American Vanilla	American	Call	Sell	1271.73	ATM	1	06/24/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 18.177	1271.54	0.2465	0.871	0.21	0	
WP	S&P 500 INDEX	1271.73	USD	06/17/2011	16:15:00	06/17/2011	-12.85	-12.8468	-1.0102	USD	49.68	-15.845	-0.7	0.92	0	-12.85	-98.99	-1.01	American Vanilla	American	Put	Sell	1271.73	ATM	1	06/24/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 18.177	1271.54	0.2465	0.871	0.21	0	
WC	S&P 500 INDEX	1269.08	USD	06/24/2011	16:15:00	06/24/2011	-11.74	-11.7425	-0.9253	USD	-49.84	-16.8682	-0.7	0.83	0	-11.74	-108.08	0.93	American Vanilla	American	Call	Sell	1269.08	ATM	1	07/01/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 17.147	1268.47	0.2462	2.5956	0.63	0	
WP	S&P 500 INDEX	1269.08	USD	06/24/2011	16:15:00	06/24/2011	-12.31	-12.3073	-0.9698	USD	50.26	-16.792	-0.7	0.9	0	-12.31	-103.12	-0.97	American Vanilla	American	Put	Sell	1269.08	ATM	1	07/01/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 17.147	1268.47	0.2462	2.5956	0.63	0	
WC	S&P 500 INDEX	1339.18	USD	07/01/2011	16:15:00	07/01/2011	-8.52	-8.5163	-0.6359	USD	-49.3	-24.224	-0.74	0.59	0	-8.52	-157.25	0.64	American Vanilla	American	Call	Sell	1339.18	ATM	1	07/08/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 11.885	1338.58	0.2457	2.3979	0.62	0	
WP	S&P 500 INDEX	1339.18	USD	07/01/2011	16:15:00	07/01/2011	-9.07	-9.0712	-0.6774	USD	50.65	-24.224	-0.74	0.67	0	-9.07	-147.63	-0.68	American Vanilla	American	Put	Sell	1339.18	ATM	1	07/08/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 11.885	1338.58	0.2457	2.3979	0.62	0	
WC	S&P 500 INDEX	1343.91	USD	07/08/2011	16:15:00	07/08/2011	-8.7	-8.6968	-0.6471	USD	-50.11	-24.4265	-0.74	0.62	0	-8.7	-154.53	0.65	American Vanilla	American	Call	Sell	1343.91	ATM	1	07/15/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 11.792	1343.76	0.246	0.6872	0.18	0	
WP	S&P 500 INDEX	1343.91	USD	07/08/2011	16:15:00	07/08/2011	-8.81	-8.8123	-0.6557	USD	49.88	-24.4265	-0.74	0.63	0	-8.81	-152.5	-0.66	American Vanilla	American	Put	Sell	1343.91	ATM	1	07/15/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 11.792	1343.76	0.246	0.6872	0.18	0	
WC	S&P 500 INDEX	1317.48	USD	07/15/2011	16:15:00	07/15/2011	-11.2	-11.1963	-0.8498	USD	-49.97	-18.4566	-0.73	0.79	0	-11.2	-117.67	0.85	American Vanilla	American	Call	Sell	1317.48	ATM	1	07/22/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 15.604	1317.13	0.2498	1.5088	0.38	0	
WP	S&P 500 INDEX	1317.48	USD	07/15/2011	16:15:00	07/15/2011	-11.52	-11.5161	-0.8741	USD	50	-18.4566	-0.73	0.83	0	-11.52	-114.4	-0.87	American Vanilla	American	Put	Sell	1317.48	ATM	1	07/22/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 15.604	1317.13	0.2498	1.5088	0.38	0	
WC	S&P 500 INDEX	1344.54	USD	07/22/2011	16:15:00	07/22/2011	-10.64	-10.6357	-0.791	USD	-50.2	-19.9923	-0.74	0.75	0	-10.64	-126.42	0.79	American Vanilla	American	Call	Sell	1344.54	ATM	1	07/29/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 14.407	1344.37	0.253	0.7516	0.19	0	
WP	S&P 500 INDEX	1344.54	USD	07/22/2011	16:15:00	07/22/2011	-10.77	-10.7661	-0.8007	USD	49.79	-19.9923	-0.74	0.77	0	-10.77	-124.89	-0.8	American Vanilla	American	Put	Sell	1344.54	ATM	1	07/29/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 14.407	1344.37	0.253	0.7516	0.19	0	
WC	S&P 500 INDEX	1292.86	USD	07/29/2011	16:15:00	07/29/2011	-15.93	-15.9325	-1.2323	USD	-50.24	-12.7578	-0.71	1.13	0	-15.93	-81.15	1.23	American Vanilla	American	Call	Sell	1292.86	ATM	1	08/05/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 22.623	1292.37	0.2555	2.0877	0.52	0	
WP	S&P 500 INDEX	1292.86	USD	07/29/2011	16:15:00	07/29/2011	-16.38	-16.384	-1.2673	USD	49.8	-12.7283	-0.71	1.19	0	-16.38	-78.91	-1.27	American Vanilla	American	Put	Sell	1292.86	ATM	1	08/05/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 22.623	1292.37	0.2555	2.0877	0.52	0	
WC	S&P 500 INDEX	1199.54	USD	08/05/2011	16:15:00	08/05/2011	-18.96	-18.9585	-1.5805	USD	-50.22	-9.9033	-0.66	1.33	0	-18.96	-63.27	1.58	American Vanilla	American	Call	Sell	1199.54	ATM	1	08/12/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 29.206	1198.67	0.2716	3.9134	0.9	0	
WP	S&P 500 INDEX	1199.54	USD	08/05/2011	16:15:00	08/05/2011	-19.77	-19.7688	-1.648	USD	49.85	-9.856	-0.66	1.44	0	-19.77	-60.68	-1.65	American Vanilla	American	Put	Sell	1199.54	ATM	1	08/12/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 29.206	1198.67	0.2716	3.9134	0.9	0	
WC	S&P 500 INDEX	1179.17	USD	08/12/2011	16:15:00	08/12/2011	-20.53	-20.5308	-1.7411	USD	-50.44	-9.0232	-0.65	1.45	0	-20.53	-57.43	1.74	American Vanilla	American	Call	Sell	1179.17	ATM	1	08/19/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 32.005	1178.48	0.2901	3.1995	0.72	0	
WP	S&P 500 INDEX	1179.17	USD	08/12/2011	16:15:00	08/12/2011	-21.17	-21.1726	-1.7955	USD	49.59	-8.9951	-0.65	1.53	0	-21.17	-55.69	-1.8	American Vanilla	American	Put	Sell	1179.17	ATM	1	08/19/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 32.005	1178.48	0.2901	3.1995	0.72	0	
WC	S&P 500 INDEX	1123.79	USD	08/19/2011	16:15:00	08/19/2011	-22.32	-22.3173	-1.9859	USD	-50.77	-7.9532	-0.62	1.58	0	-22.32	-50.36	1.99	American Vanilla	American	Call	Sell	1123.79	ATM	1	08/26/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 36.203	1123.45	0.303	1.7178	0.37	0	
WP	S&P 500 INDEX	1123.79	USD	08/19/2011	16:15:00	08/19/2011	-22.62	-22.624	-2.0132	USD	49.2	-7.9532	-0.62	1.63	0	-22.62	-49.67	-2.01	American Vanilla	American	Put	Sell	1123.79	ATM	1	08/26/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 36.203	1123.45	0.303	1.7178	0.37	0	
WC	S&P 500 INDEX	1176.94	USD	08/26/2011	16:15:00	08/26/2011	-19.38	-19.3834	-1.6469	USD	-50.37	-9.5327	-0.65	1.37	0	-19.38	-60.72	1.65	American Vanilla	American	Call	Sell	1176.94	ATM	1	09/02/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 30.302	1176.24	0.3228	3.2548	0.73	0	
WP	S&P 500 INDEX	1176.94	USD	08/26/2011	16:15:00	08/26/2011	-20.03	-20.0286	-1.7017	USD	49.67	-9.5006	-0.65	1.45	0	-20.03	-58.76	-1.7	American Vanilla	American	Put	Sell	1176.94	ATM	1	09/02/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 30.302	1176.24	0.3228	3.2548	0.73	0	
WC	S&P 500 INDEX	1173.57	USD	09/02/2011	16:15:00	09/02/2011	-17.58	-17.5813	-1.4981	USD	-50.48	-10.5294	-0.65	1.24	0	-17.58	-66.75	1.5	American Vanilla	American	Call	Sell	1173.57	ATM	1	09/09/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 27.349	1173.23	0.3306	1.622	0.36	0	
WP	S&P 500 INDEX	1173.57	USD	09/02/2011	16:15:00	09/02/2011	-17.87	-17.8749	-1.5231	USD	49.49	-10.5294	-0.65	1.29	0	-17.87	-65.65	-1.52	American Vanilla	American	Put	Sell	1173.57	ATM	1	09/09/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 27.349	1173.23	0.3306	1.622	0.36	0	
WC	S&P 500 INDEX	1155.21	USD	09/09/2011	16:15:00	09/09/2011	-21.49	-21.494	-1.8606	USD	-50.52	-8.4469	-0.64	1.52	0	-21.49	-53.75	1.86	American Vanilla	American	Call	Sell	1155.21	ATM	1	09/16/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 34.180	1154.51	0.3379	3.3056	0.73	0	
WP	S&P 500 INDEX	1155.21	USD	09/09/2011	16:15:00	09/09/2011	-22.14	-22.1363	-1.9162	USD	49.51	-8.4222	-0.64	1.6	0	-22.14	-52.19	-1.92	American Vanilla	American	Put	Sell	1155.21	ATM	1	09/16/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 34.180	1154.51	0.3379	3.3056	0.73	0	
WC	S&P 500 INDEX	1216.1	USD	09/16/2011	16:15:00	09/16/2011	-17.38	-17.3831	-1.4294	USD	-50.56	-11.077	-0.67	1.24	0	-17.38	-69.96	1.43	American Vanilla	American	Call	Sell	1216.1	ATM	1	09/23/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 25.999	1215.89	0.3513	1.0395	0.24	0	
WP	S&P 500 INDEX	1216.1	USD	09/16/2011	16:15:00	09/16/2011	-17.55	-17.546	-1.4428	USD	49.42	-11.077	-0.67	1.26	0	-17.55	-69.31	-1.44	American Vanilla	American	Put	Sell	1216.1	ATM	1	09/23/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 25.999	1215.89	0.3513	1.0395	0.24	0	
WC	S&P 500 INDEX	1135.79	USD	09/23/2011	16:15:00	09/23/2011	-22.14	-22.143	-1.9496	USD	-50.76	-8.1051	-0.63	1.57	0	-22.14	-51.29	1.95	American Vanilla	American	Call	Sell	1135.79	ATM	1	09/30/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 35.525	1135.46	0.3602	1.6572	0.36	0	
WP	S&P 500 INDEX	1135.79	USD	09/23/2011	16:15:00	09/23/2011	-22.43	-22.4277	-1.9746	USD	49.21	-8.1051	-0.63	1.61	0	-22.43	-50.64	-1.97	American Vanilla	American	Put	Sell	1135.79	ATM	1	09/30/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 35.525	1135.46	0.3602	1.6572	0.36	0	
WC	S&P 500 INDEX	1131.39	USD	09/30/2011	16:15:00	09/30/2011	-23.17	-23.1722	-2.0481	USD	-50.54	-7.6582	-0.62	1.64	0	-23.17	-48.83	2.05	American Vanilla	American	Call	Sell	1131.39	ATM	1	10/07/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 37.725	1130.5	0.3743	4.2764	0.93	0	
WP	S&P 500 INDEX	1131.39	USD	09/30/2011	16:15:00	09/30/2011	-23.99	-23.9942	-2.1208	USD	49.49	-7.6294	-0.62	1.74	0	-23.99	-47.15	-2.12	American Vanilla	American	Put	Sell	1131.39	ATM	1	10/07/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 37.725	1130.5	0.3743	4.2764	0.93	0	
WC	S&P 500 INDEX	1157.79	USD	10/07/2011	16:15:00	10/07/2011	-18.99	-18.9917	-1.6403	USD	-50.63	-9.6396	-0.64	1.35	0	-18.99	-60.96	1.64	American Vanilla	American	Call	Sell	1157.79	ATM	1	10/14/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 29.873	1157.51	0.3911	1.3851	0.31	0	
WP	S&P 500 INDEX	1157.79	USD	10/07/2011	16:15:00	10/07/2011	-19.22	-19.2158	-1.6597	USD	49.35	-9.6396	-0.64	1.38	0	-19.22	-60.25	-1.66	American Vanilla	American	Put	Sell	1157.79	ATM	1	10/14/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 29.873	1157.51	0.3911	1.3851	0.31	0	
WC	S&P 500 INDEX	1224.16	USD	10/14/2011	16:15:00	10/14/2011	-13.67	-13.6686	-1.1166	USD	-50.32	-14.1437	-0.68	0.97	0	-13.67	-89.56	1.12	American Vanilla	American	Call	Sell	1224.16	ATM	1	10/21/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 20.362	1223.91	0.4047	1.2478	0.29	0	
WP	S&P 500 INDEX	1224.16	USD	10/14/2011	16:15:00	10/14/2011	-13.87	-13.8692	-1.133	USD	49.66	-14.1437	-0.68	1	0	-13.87	-88.26	-1.13	American Vanilla	American	Put	Sell	1224.16	ATM	1	10/21/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 20.362	1223.91	0.4047	1.2478	0.29	0	
WC	S&P 500 INDEX	1237.12	USD	10/21/2011	16:15:00	10/21/2011	-18.2	-18.202	-1.4713	USD	-50.7	-10.8025	-0.68	1.3	0	-18.2	-67.97	1.47	American Vanilla	American	Call	Sell	1237.12	ATM	1	10/28/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 26.661	1237.03	0.4183	0.5512	0.13	0	
WP	S&P 500 INDEX	1237.12	USD	10/21/2011	16:15:00	10/21/2011	-18.24	-18.2364	-1.4741	USD	49.29	-10.8025	-0.68	1.3	0	-18.24	-67.84	-1.47	American Vanilla	American	Put	Sell	1237.12	ATM	1	10/28/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 26.661	1237.03	0.4183	0.5512	0.13	0	
WC	S&P 500 INDEX	1285.41	USD	10/28/2011	16:15:00	10/28/2011	-13.54	-13.5391	-1.0533	USD	-50.19	-14.9492	-0.71	0.96	0	-13.54	-94.94	1.05	American Vanilla	American	Call	Sell	1285.41	ATM	1	11/04/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 19.264	1285.07	0.4294	1.5465	0.38	0	
WP	S&P 500 INDEX	1285.41	USD	10/28/2011	16:15:00	10/28/2011	-13.82	-13.8174	-1.0749	USD	49.78	-14.9492	-0.71	1	0	-13.82	-93.03	-1.07	American Vanilla	American	Put	Sell	1285.41	ATM	1	11/04/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 19.264	1285.07	0.4294	1.5465	0.38	0	
WC	S&P 500 INDEX	1254.99	USD	11/04/2011	16:15:00	11/04/2011	-16.17	-16.1693	-1.2884	USD	-49.84	-12.0724	-0.69	1.13	0	-16.17	-77.62	1.29	American Vanilla	American	Call	Sell	1254.99	ATM	1	11/11/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 24.024	1253.88	0.4375	4.8015	1.15	0	
WP	S&P 500 INDEX	1254.99	USD	11/04/2011	16:15:00	11/04/2011	-17.18	-17.1795	-1.3689	USD	50.3	-11.9796	-0.69	1.26	0	-17.18	-73.05	-1.37	American Vanilla	American	Put	Sell	1254.99	ATM	1	11/11/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 24.024	1253.88	0.4375	4.8015	1.15	0	
WC	S&P 500 INDEX	1239.78	USD	11/10/2011	16:15:00	11/10/2011	-18.67	-18.6713	-1.506	USD	-50.25	-10.4092	-0.73	1.15	0	-18.67	-66.4	1.51	American Vanilla	American	Call	Sell	1239.78	ATM	1	11/18/2011 - 16:15	8 - 00:00	BS - continuous	Bid - 25.973	1238.98	0.4528	3.1059	0.84	0	
WP	S&P 500 INDEX	1239.78	USD	11/10/2011	16:15:00	11/10/2011	-19.37	-19.375	-1.5628	USD	49.81	-10.3678	-0.73	1.23	0	-19.37	-63.99	-1.56	American Vanilla	American	Put	Sell	1239.78	ATM	1	11/18/2011 - 16:15	8 - 00:00	BS - continuous	Bid - 25.973	1238.98	0.4528	3.1059	0.84	0	
WC	S&P 500 INDEX	1216.04	USD	11/18/2011	16:15:00	11/18/2011	-18.66	-18.6569	-1.5342	USD	-50.53	-10.2914	-0.67	1.32	0	-18.66	-65.18	1.53	American Vanilla	American	Call	Sell	1216.04	ATM	1	11/25/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 27.980	1215.71	0.4878	1.6453	0.38	0	
WP	S&P 500 INDEX	1216.04	USD	11/18/2011	16:15:00	11/18/2011	-18.93	-18.9301	-1.5567	USD	49.44	-10.2914	-0.67	1.36	0	-18.93	-64.24	-1.56	American Vanilla	American	Put	Sell	1216.04	ATM	1	11/25/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 27.980	1215.71	0.4878	1.6453	0.38	0	
WC	S&P 500 INDEX	1160.46	USD	11/25/2011	16:15:00	11/25/2011	-19.35	-19.3532	-1.6677	USD	-50.34	-9.4018	-0.64	1.37	0	-19.35	-59.96	1.67	American Vanilla	American	Call	Sell	1160.46	ATM	1	12/02/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 30.738	1159.66	0.5181	3.8266	0.85	0	
WP	S&P 500 INDEX	1160.46	USD	11/25/2011	16:15:00	11/25/2011	-20.07	-20.0692	-1.7294	USD	49.71	-9.3648	-0.64	1.46	0	-20.07	-57.82	-1.73	American Vanilla	American	Put	Sell	1160.46	ATM	1	12/02/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 30.738	1159.66	0.5181	3.8266	0.85	0	
WC	S&P 500 INDEX	1244.13	USD	12/02/2011	16:15:00	12/02/2011	-16.37	-16.3698	-1.3158	USD	-50.37	-11.9794	-0.69	1.16	0	-16.37	-76	1.32	American Vanilla	American	Call	Sell	1244.13	ATM	1	12/09/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 24.074	1243.72	0.5283	1.9674	0.47	0	
WP	S&P 500 INDEX	1244.13	USD	12/02/2011	16:15:00	12/02/2011	-16.72	-16.7165	-1.3436	USD	49.65	-11.9615	-0.69	1.21	0	-16.72	-74.43	-1.34	American Vanilla	American	Put	Sell	1244.13	ATM	1	12/09/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 24.074	1243.72	0.5283	1.9674	0.47	0	
WC	S&P 500 INDEX	1254.95	USD	12/09/2011	16:15:00	12/09/2011	-15.28	-15.2839	-1.2179	USD	-50.25	-12.9157	-0.69	1.08	0	-15.28	-82.11	1.22	American Vanilla	American	Call	Sell	1254.95	ATM	1	12/16/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 22.341	1254.47	0.5417	2.2251	0.54	0	
WP	S&P 500 INDEX	1254.95	USD	12/09/2011	16:15:00	12/09/2011	-15.69	-15.6902	-1.2503	USD	49.78	-12.8888	-0.69	1.13	0	-15.69	-79.98	-1.25	American Vanilla	American	Put	Sell	1254.95	ATM	1	12/16/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 22.341	1254.47	0.5417	2.2251	0.54	0	
WC	S&P 500 INDEX	1218.95	USD	12/16/2011	16:15:00	12/16/2011	-14.4	-14.4046	-1.1817	USD	-50.19	-13.2968	-0.67	1.02	0	-14.4	-84.62	1.18	American Vanilla	American	Call	Sell	1218.95	ATM	1	12/23/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 21.708	1218.45	0.5632	2.3839	0.56	0	
WP	S&P 500 INDEX	1218.95	USD	12/16/2011	16:15:00	12/16/2011	-14.83	-14.8299	-1.2166	USD	49.85	-13.2645	-0.67	1.07	0	-14.83	-82.2	-1.22	American Vanilla	American	Put	Sell	1218.95	ATM	1	12/23/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 21.708	1218.45	0.5632	2.3839	0.56	0	
WC	S&P 500 INDEX	1264.76	USD	12/23/2011	16:15:00	12/23/2011	-11.96	-11.9569	-0.9454	USD	-50.11	-16.6379	-0.7	0.84	0	-11.96	-105.78	0.95	American Vanilla	American	Call	Sell	1264.76	ATM	1	12/30/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 17.309	1264.4	0.5758	1.669	0.4	0	
WP	S&P 500 INDEX	1264.76	USD	12/23/2011	16:15:00	12/23/2011	-12.23	-12.2274	-0.9668	USD	49.86	-16.6379	-0.7	0.88	0	-12.23	-103.44	-0.97	American Vanilla	American	Put	Sell	1264.76	ATM	1	12/30/2011 - 16:15	7 - 00:00	BS - continuous	Bid - 17.309	1264.4	0.5758	1.669	0.4	0	
WC	S&P 500 INDEX	1257.75	USD	12/30/2011	16:15:00	12/30/2011	-12.97	-12.9724	-1.0314	USD	-49.87	-15.1305	-0.7	0.91	0	-12.97	-96.96	1.03	American Vanilla	American	Call	Sell	1257.75	ATM	1	01/06/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 19.125	1257	0.581	3.2999	0.79	0	
WP	S&P 500 INDEX	1257.75	USD	12/30/2011	16:15:00	12/30/2011	-13.62	-13.6164	-1.0826	USD	50.23	-15.053	-0.69	1	0	-13.62	-92.37	-1.08	American Vanilla	American	Put	Sell	1257.75	ATM	1	01/06/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 19.125	1257	0.581	3.2999	0.79	0	
WC	S&P 500 INDEX	1277.8	USD	01/06/2012	16:15:00	01/06/2012	-10.07	-10.073	-0.7883	USD	-50.28	-20.1117	-0.71	0.72	0	-10.07	-126.85	0.79	American Vanilla	American	Call	Sell	1277.8	ATM	1	01/13/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 14.321	1277.65	0.5815	0.8571	0.21	0	
WP	S&P 500 INDEX	1277.8	USD	01/06/2012	16:15:00	01/06/2012	-10.14	-10.1441	-0.7939	USD	49.71	-20.1117	-0.71	0.73	0	-10.14	-125.96	-0.79	American Vanilla	American	Put	Sell	1277.8	ATM	1	01/13/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 14.321	1277.65	0.5815	0.8571	0.21	0	
WC	S&P 500 INDEX	1289.11	USD	01/13/2012	16:15:00	01/13/2012	-9.01	-9.0091	-0.6989	USD	-50.09	-22.5868	-0.71	0.64	0	-9.01	-143.09	0.7	American Vanilla	American	Call	Sell	1289.11	ATM	1	01/20/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 12.751	1288.87	0.567	1.1224	0.28	0	
WP	S&P 500 INDEX	1289.11	USD	01/13/2012	16:15:00	01/13/2012	-9.15	-9.1512	-0.7099	USD	49.89	-22.5868	-0.71	0.66	0	-9.15	-140.87	-0.71	American Vanilla	American	Put	Sell	1289.11	ATM	1	01/20/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 12.751	1288.87	0.567	1.1224	0.28	0	
WC	S&P 500 INDEX	1316.82	USD	01/20/2012	16:15:00	01/20/2012	-10.1	-10.104	-0.7673	USD	-50.27	-20.6661	-0.73	0.72	0	-10.1	-130.33	0.77	American Vanilla	American	Call	Sell	1316.82	ATM	1	01/27/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 13.937	1316.68	0.5611	0.8156	0.21	0	
WP	S&P 500 INDEX	1316.82	USD	01/20/2012	16:15:00	01/20/2012	-10.17	-10.1719	-0.7725	USD	49.71	-20.6661	-0.73	0.73	0	-10.17	-129.46	-0.77	American Vanilla	American	Put	Sell	1316.82	ATM	1	01/27/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 13.937	1316.68	0.5611	0.8156	0.21	0	
WC	S&P 500 INDEX	1316.51	USD	01/27/2012	16:15:00	01/27/2012	-10.04	-10.0387	-0.7625	USD	-49.66	-20.3935	-0.73	0.7	0	-10.04	-131.14	0.76	American Vanilla	American	Call	Sell	1316.51	ATM	1	02/03/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 14.119	1315.98	0.5511	2.3582	0.59	0	
WP	S&P 500 INDEX	1316.51	USD	01/27/2012	16:15:00	01/27/2012	-10.5	-10.4973	-0.7974	USD	50.3	-20.3935	-0.73	0.77	0	-10.5	-125.41	-0.8	American Vanilla	American	Put	Sell	1316.51	ATM	1	02/03/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 14.119	1315.98	0.5511	2.3582	0.59	0	
WC	S&P 500 INDEX	1344.39	USD	02/03/2012	16:15:00	02/03/2012	-9.09	-9.0929	-0.6764	USD	-49.57	-22.9565	-0.74	0.63	0	-9.09	-147.85	0.68	American Vanilla	American	Call	Sell	1344.39	ATM	1	02/10/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 12.543	1343.87	0.527	2.2427	0.58	0	
WP	S&P 500 INDEX	1344.39	USD	02/03/2012	16:15:00	02/03/2012	-9.54	-9.5374	-0.7094	USD	50.39	-22.9565	-0.74	0.7	0	-9.54	-140.96	-0.71	American Vanilla	American	Put	Sell	1344.39	ATM	1	02/10/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 12.543	1343.87	0.527	2.2427	0.58	0	
WC	S&P 500 INDEX	1342.61	USD	02/10/2012	16:15:00	02/10/2012	-10.25	-10.2526	-0.7636	USD	-49.15	-20.1095	-0.74	0.71	0	-10.25	-130.95	0.76	American Vanilla	American	Call	Sell	1342.61	ATM	1	02/17/2012 - 16:15	7 - 00:00	BS - continuous	Bid - 14.497	1341.45	0.506	4.7267	1.21	0	
